Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_328.jpg;-3.010592;1;0;4.628388;111.4195;96.41684;1.456935;34.58786;359.994
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_394.jpg;-0.01620054;1;0;4.663784;111.7267;96.62937;1.443791;34.12865;359.9778
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_461.jpg;0;1;0;4.698943;111.9594;96.78978;1.436424;34.0485;359.9732
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_527.jpg;0;1;0;4.745889;112.1943;96.9511;1.437765;34.04987;359.9731
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_594.jpg;0;1;0;4.780742;112.5104;97.16801;1.451261;34.09184;359.992
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_661.jpg;0;1;0;4.815193;112.7499;97.3318;1.472029;34.12396;359.993
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_727.jpg;0;1;0;4.861027;112.9912;97.49671;1.499469;34.15286;359.9935
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_794.jpg;0;1;0;4.895814;113.3155;97.71786;1.507473;34.16468;-0.004606689
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_861.jpg;-1.498497;1;0;4.930692;113.561;97.88435;1.505735;34.10951;-0.003753311
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_927.jpg;-4.497705;1;0;4.975965;113.8092;98.05075;1.510478;33.84913;-0.002981186
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_31_995.jpg;-7.500465;1;0;5.008925;114.1445;98.27033;1.510083;33.00173;359.9932
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_061.jpg;-10.4972;1;0;5.010855;114.398;98.42983;1.440959;31.92691;359.9592
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_127.jpg;-13.5067;1;0;5.010283;114.6548;98.58306;1.328991;30.40507;359.8387
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_194.jpg;-10.517;1;0;5.010852;114.9996;98.77667;1.029961;28.19075;359.6172
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_261.jpg;-7.515045;1;0;5.010932;115.261;98.91486;0.7547612;26.81914;359.3975
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_327.jpg;-4.514351;1;0;5.011374;115.5243;99.04816;0.4472333;25.75922;359.171
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_394.jpg;-1.515915;1;0;5.011452;115.8778;99.22064;0.0328697;24.9323;358.8989
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_461.jpg;0;1;0;5.010506;116.1455;99.34953;359.839;24.757;358.8125
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_527.jpg;0;1;0;5.005668;116.4173;99.48129;359.9139;24.81912;358.9482
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_594.jpg;0;1;0;5.011944;116.7837;99.65382;0.1466782;24.81947;359.0868
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_661.jpg;0;1;0;5.011532;117.059;99.78242;0.3288647;24.83458;359.2128
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_727.jpg;0;1;0;5.011184;117.3347;99.91095;0.527729;24.85208;359.3557
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_794.jpg;0;1;0;5.011621;117.7028;100.0825;0.8225772;24.88243;359.5587
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_861.jpg;0;1;0;5.015114;117.9793;100.2116;1.070503;24.90346;359.7177
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_927.jpg;0;1;0;5.015269;118.2552;100.3408;1.299946;24.94488;359.8943
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_32_994.jpg;0;1;0;4.99875;118.623;100.5109;1.53724;24.95434;-0.003633741
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_061.jpg;-2.994842;1;0;5.009561;118.8951;100.6345;1.452213;24.77603;0.0002936857
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_127.jpg;-6.000166;1;0;5.010163;119.169;100.7569;1.417633;24.31261;0.0003124167
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_194.jpg;-8.995952;1;0;5.013022;119.537;100.9154;1.392055;23.15115;359.9935
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_261.jpg;-9.000807;1;0;5.006608;119.8152;101.0286;1.375868;21.96124;359.9008
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_327.jpg;-6.002548;1;0;4.986565;120.0935;101.1385;1.298011;20.81819;359.8082
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_394.jpg;-3.002261;1;0;5.033033;120.464;101.2794;1.062171;19.83697;359.7145
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_461.jpg;-0.003551245;1;0;5.015595;120.7444;101.382;0.9386451;19.47932;359.594
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_527.jpg;0;1;0;5.011914;121.0252;101.4842;0.8251826;19.36869;359.5093
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_594.jpg;0;1;0;5.012318;121.4006;101.6193;0.7139936;19.34212;359.4333
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_661.jpg;0;1;0;5.016018;121.6835;101.7203;0.6840796;19.33985;359.3916
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_727.jpg;0;1;0;5.014549;121.9664;101.8214;0.6729192;19.38823;359.3888
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_794.jpg;0;1;0;5.028573;122.3441;101.9563;0.704402;19.47001;359.4279
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_861.jpg;0;1;0;5.018682;122.6288;102.0581;0.7775237;19.46978;359.4871
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_927.jpg;0;1;0;5.011003;122.9127;102.1599;0.8568265;19.56265;359.5659
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_33_994.jpg;-1.501157;1;0;5.022496;123.2926;102.296;1.00773;19.56805;359.6875
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_061.jpg;-4.495275;1;0;5.015555;123.5788;102.3963;1.144838;19.26656;359.7494
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_127.jpg;-7.500374;1;0;5.015355;123.8653;102.4935;1.254692;18.63653;359.78
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_195.jpg;-10.5093;1;0;5.017187;124.2471;102.6157;1.248025;17.16907;359.8183
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_261.jpg;-10.50471;1;0;5.008074;124.5333;102.6979;1.161396;15.68415;359.7057
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_327.jpg;-7.504338;1;0;5.012497;124.8215;102.7763;1.020532;14.20736;359.6234
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_394.jpg;-4.505044;1;0;5.00699;125.2061;102.872;0.7845869;12.82458;359.4389
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_461.jpg;-1.502643;1;0;5.011913;125.4953;102.9397;0.5832266;12.21163;359.3052
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_527.jpg;0;1;0;5.011731;125.7854;103.0054;0.3972337;11.95855;359.1913
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_594.jpg;0;1;0;5.011634;126.1736;103.0909;0.201079;11.86505;359.0819
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_661.jpg;0;1;0;5.011489;126.466;103.1541;0.1149782;11.85858;359.0305
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_727.jpg;0;1;0;5.011504;126.7594;103.2171;0.08132672;11.86749;359.0131
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_794.jpg;0;1;0;5.01153;127.1519;103.3011;0.111329;11.88461;359.0443
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_861.jpg;0;1;0;5.019421;127.4478;103.364;0.2088812;11.88209;359.0903
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_927.jpg;0;1;0;5.016045;127.7438;103.4272;0.3240934;11.89603;359.1765
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_34_994.jpg;0;1;0;5.005693;128.1392;103.5115;0.516278;11.9069;359.3346
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_061.jpg;0;1;0;5.016819;128.4363;103.5747;0.6890693;11.91447;359.4693
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_127.jpg;-3.005683;1;0;5.014543;128.7337;103.6372;0.869739;11.8154;359.5993
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_194.jpg;-6.003857;1;0;5.008926;129.131;103.7166;1.116278;11.19108;359.7099
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_261.jpg;-8.995947;1;0;5.0164;129.4284;103.7721;1.21793;10.26929;359.7953
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_327.jpg;-12.00173;1;0;5.006186;129.726;103.8202;1.254051;8.85994;359.7857
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_394.jpg;-15;1;0;4.961241;130.1202;103.8718;1.130775;6.291977;359.6846
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_461.jpg;-13.50308;1;0;5.008804;130.4158;103.8989;0.9189726;4.214951;359.4903
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_527.jpg;-10.49919;1;0;5.007869;130.7096;103.9182;0.5880018;2.278824;359.2823
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_594.jpg;-7.497464;1;0;5.010406;131.101;103.9305;0.09551155;0.3297729;358.8876
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_661.jpg;-4.498937;1;0;5.009888;131.396;103.9351;359.8075;359.389;358.701
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_727.jpg;-1.499326;1;0;5.003557;131.6966;103.9385;359.8254;358.9837;358.7618
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_794.jpg;0;1;0;5.025507;132.1022;103.9387;0.08947791;358.7505;358.9972
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_861.jpg;0;1;0;5.011069;132.4066;103.9346;0.2942166;358.6751;359.1513
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_927.jpg;0;1;0;5.018333;132.7108;103.9289;0.5039547;358.6459;359.299
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_35_995.jpg;0;1;0;5.007023;133.1166;103.9206;0.7862737;358.6457;359.5177
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_061.jpg;0;1;0;5.015907;133.4212;103.9142;1.006559;358.6586;359.6886
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_127.jpg;0;1;0;5.01397;133.7257;103.9079;1.227643;358.6913;359.8603
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_194.jpg;0;1;0;5.002662;134.1315;103.8983;1.513965;358.7122;-0.0008646409
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_261.jpg;0;1;0;5.014741;134.4322;103.8896;1.508696;358.682;-0.004771207
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_327.jpg;0;1;0;4.932794;134.7298;103.8812;1.389017;358.65;-0.0008794852
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_394.jpg;0;1;0;5.012414;135.1293;103.8698;1.304512;358.6108;-0.001266101
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_461.jpg;0;1;0;5.011283;135.4294;103.8612;1.272006;358.5714;-0.001038018
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_527.jpg;0;1;0;5.009516;135.7301;103.8526;1.265308;358.572;-0.00216431
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_596.jpg;0;0.8998238;0;5.020249;136.1311;103.8407;1.276602;358.361;-0.0009626552
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_661.jpg;-1.520732;0.699019;0;5.012748;136.4319;103.8311;1.292875;358.2935;-0.002150509
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_727.jpg;-4.516025;0.4993328;0;5.006023;136.7318;103.8198;1.282628;357.9562;-0.001420395
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_794.jpg;-7.509601;0.2997611;0;5.001255;137.1302;103.8005;1.210698;357.0717;359.9884
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_861.jpg;-10.50359;0.1001618;0;4.996118;137.427;103.7801;1.086905;356.0139;359.8816
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_927.jpg;-13.50243;0;0;4.976382;137.7208;103.7529;0.8854818;354.6178;359.6512
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_36_994.jpg;-15;0;0;4.955569;138.1065;103.7043;0.4849853;352.2468;359.1604
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_061.jpg;-15;0;0;4.937105;138.3896;103.6609;359.9877;350.1761;358.8029
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_127.jpg;-15;0;0;4.908087;138.6733;103.6116;359.6611;348.2924;358.5909
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_194.jpg;-15;0;0;4.885053;139.0529;103.5359;359.5316;345.7071;358.5678
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_261.jpg;-15;0;0;4.861445;139.3369;103.4684;359.623;343.6705;358.6706
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_327.jpg;-15;0;0;4.828494;139.6192;103.3896;359.8754;341.6789;358.8593
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_394.jpg;-15;0;0;4.765571;139.9809;103.2631;0.03055549;339.2544;358.8312
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_461.jpg;-15;0;0;4.747177;140.2442;103.1596;359.9847;337.2455;358.8027
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_527.jpg;-15;0;0;4.715473;140.5031;103.0462;0.01914795;335.2458;358.74
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_595.jpg;-15;0;0;4.694442;140.8402;102.8851;-0.001171217;332.5293;358.7434
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_661.jpg;-15;0;0;4.66562;141.0855;102.7535;359.9905;330.4878;358.6939
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_729.jpg;-15;0;0;4.638079;141.3263;102.6153;0.0121723;328.4362;358.7323
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_794.jpg;-15;0;0;4.610404;141.6369;102.4192;0.015458;325.6872;358.8177
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_861.jpg;-15;0;0;4.580339;141.8602;102.2625;359.968;323.6204;358.8178
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_927.jpg;-15;0;0;4.549151;142.0766;102.0963;0.01548356;321.5726;358.7519
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_37_994.jpg;-15;0;0;4.528389;142.3553;101.8673;0.01933248;318.7824;358.7577
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_061.jpg;-15;0;0;4.50045;142.5558;101.6893;359.9693;316.6771;358.8188
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_127.jpg;-15;0;0;4.466735;142.7472;101.5018;0.01511342;314.6216;358.7898
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_194.jpg;-15;0;0;4.447062;142.9911;101.245;0.01754737;311.8098;358.8132
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_261.jpg;-15;0;0;4.418814;143.1636;101.0464;359.9649;309.6985;358.8157
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_327.jpg;-15;0;0;4.388082;143.3273;100.8402;0.01493149;307.6155;358.7572
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_394.jpg;-15;0;0;4.367665;143.5352;100.5616;359.9928;304.7994;358.8363
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_461.jpg;-15;0;0;4.340857;143.6786;100.3457;-0.001576653;302.7158;358.8055
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_527.jpg;-15;0;0.2001418;4.30201;143.813;100.1265;359.9856;300.5453;358.7717
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_594.jpg;-11.99144;0;0.4007127;4.225778;143.9775;99.83473;359.8997;297.8983;358.7946
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_661.jpg;-8.994705;0;0.6004947;4.143801;144.09;99.61873;359.7703;296.1713;358.8424
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_727.jpg;-5.989918;0;0.8008139;3.985563;144.1943;99.40653;359.6472;294.8934;358.9909
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_794.jpg;-3.002098;0;1;3.841763;144.3196;99.13438;359.3533;293.5364;359.2337
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_861.jpg;0;0;1;3.680087;144.405;98.94086;359.0204;292.7816;359.4962
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_927.jpg;0;0;1;3.466287;144.4839;98.75599;358.6328;292.2784;359.8241
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_38_994.jpg;0;0;1;3.315536;144.5805;98.51686;358.3236;291.8622;0.1986995
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_39_061.jpg;0;0;1;3.197088;144.6461;98.33969;358.3025;291.4731;0.1639124
/Users/aslanfeng/Documents/Lifelong Learning/robotics/RoboND-Rover-Project-master/training_dataset/IGM/IMG/robocam_2018_07_03_19_53_39_127.jpg;0;0;1;3.033509;144.708;98.16531;358.4638;290.8912;359.9475
